batchsize,matsize,channels_in,poolsize,padding,strides,time_max,time_min,time_median,time_mean,time_trim_mean
33,289,20,2,0,1,36.22031211853027,34.49726104736328,34.612417221069336,34.84425544738769,34.715622663497925
37,118,20,1,0,4,0.6728172302246094,0.5171298980712891,0.6438493728637695,0.6289958953857422,0.6375014781951904
22,56,28,5,0,2,0.6899833679199219,0.5469322204589844,0.5638599395751953,0.6027936935424805,0.5988776683807373
36,509,15,7,0,2,91.24922752380371,88.11283111572266,89.79547023773193,89.7346019744873,89.74799513816833
19,96,6,3,1,1,1.2738704681396484,1.0623931884765625,1.1060237884521484,1.151132583618164,1.1468827724456787
18,213,33,6,1,2,7.945060729980469,7.433176040649414,7.5914859771728525,7.6697587966918945,7.664918899536133
57,390,16,4,0,4,18.810510635375977,18.657207489013672,18.741250038146973,18.73798370361328,18.739014863967896
6,369,5,7,1,1,41.55468940734863,36.48924827575684,38.870453834533684,38.80400657653809,38.74951601028442
46,389,21,4,1,4,22.92060852050781,21.26145362854004,22.092223167419434,22.096872329711914,22.09833264350891
18,321,5,6,1,4,4.181623458862306,3.8850307464599614,3.9012432098388667,3.960037231445313,3.941714763641357
55,422,21,3,1,4,23.14901351928711,22.861242294311523,23.03802967071533,23.02842140197754,23.03424477577209
26,178,47,6,1,3,6.795644760131836,6.223917007446289,6.41477108001709,6.423807144165039,6.402313709259032
10,362,14,3,1,4,3.2608509063720703,2.9790401458740234,3.124833106994629,3.100204467773437,3.095269203186035
33,434,20,7,1,2,63.08579444885254,60.36686897277832,61.115384101867676,61.34531497955322,61.25006079673767
32,407,17,4,0,3,16.239404678344727,15.44952392578125,15.591859817504885,15.649843215942385,15.601187944412231
30,278,33,6,0,3,15.519857406616213,12.575626373291016,12.839913368225098,13.152623176574707,12.92884349822998
9,494,18,6,1,2,31.250715255737305,20.241260528564453,23.02277088165283,25.22511482238769,25.0948965549469
62,442,2,4,0,4,17.072677612304688,16.594648361206055,16.807794570922848,16.799044609069824,16.790390014648438
64,508,8,1,0,1,85.48688888549805,84.44833755493164,84.83219146728516,84.91568565368651,84.90270376205443
1,302,21,6,1,1,30.509233474731445,24.642467498779297,27.64678001403809,27.47530937194824,27.45017409324646
60,294,10,6,1,1,117.47241020202637,111.15860939025879,113.53254318237305,113.56194019317628,113.37354779243469
57,235,13,7,1,2,28.97453308105469,27.41885185241699,27.48692035675049,27.63514518737793,27.49475836753845
30,421,6,6,0,4,14.879941940307615,13.24462890625,13.351202011108398,13.55743408203125,13.43122124671936
13,196,11,1,1,1,3.0000209808349614,2.7303695678710938,2.761363983154297,2.804827690124512,2.7897357940673833
27,419,16,5,0,3,16.61086082458496,14.19687271118164,14.900922775268555,14.916205406188965,14.79429006576538
50,474,10,1,0,3,13.260841369628904,12.97307014465332,13.106584548950195,13.126373291015625,13.128727674484253
54,362,24,1,1,2,32.07015991210937,30.94601631164551,31.02350234985352,31.17964267730713,31.09753131866455
13,472,6,4,0,4,6.066322326660156,5.905866622924805,6.038069725036621,6.005692481994629,6.010591983795166
11,245,27,6,0,1,33.307313919067376,29.30927276611328,33.22470188140869,31.96084499359131,32.12398290634155
13,214,27,4,1,3,2.6853084564208984,2.5012493133544917,2.612471580505371,2.612423896789551,2.617210149765014
17,253,21,5,1,1,28.07021141052246,27.38809585571289,27.568817138671875,27.56297588348389,27.52143144607544
11,382,16,5,0,4,5.391836166381836,4.58216667175293,4.633545875549316,4.794383049011231,4.7462284564971915
36,147,39,2,0,1,19.012451171875,18.79525184631348,18.863677978515625,18.883061408996586,18.877863883972168
7,220,39,4,0,1,17.4560546875,12.456178665161133,12.66467571258545,13.47942352294922,13.110250234603882
30,57,116,2,0,4,0.7193088531494141,0.4847049713134766,0.596165657043457,0.5977392196655273,0.5966722965240479
5,334,25,2,1,3,3.0386447906494136,2.6195049285888667,2.9671192169189453,2.8783082962036133,2.8906166553497314
49,268,27,7,0,1,162.85943984985354,140.57278633117676,160.91656684875488,158.4930181503296,160.18724441528317
9,14,163,5,0,3,0.1971721649169922,0.156402587890625,0.164031982421875,0.17006397247314453,0.16838312149047852
37,220,4,5,0,3,3.944873809814453,3.822565078735352,3.922581672668457,3.9155244827270512,3.923475742340088
51,13,766,7,0,3,0.6799697875976562,0.5674362182617188,0.6307363510131836,0.6274223327636719,0.628352165222168
60,398,11,6,0,4,22.881746292114254,19.242525100708008,19.7218656539917,20.0913667678833,19.848674535751343
12,44,160,2,0,2,0.6749629974365234,0.3297328948974609,0.567317008972168,0.5486011505126953,0.5601644515991211
16,100,97,7,1,2,4.137277603149413,4.019021987915038,4.070878028869629,4.070258140563965,4.0682852268218985
24,437,16,1,0,1,47.93429374694824,46.18239402770996,46.94485664367676,46.96564674377442,46.94247245788574
46,460,20,6,1,1,302.13904380798334,290.1110649108887,294.78037357330317,295.1539516448974,294.9111759662628
21,323,9,7,1,3,15.82956314086914,12.699127197265625,14.868736267089846,14.431381225585938,14.473140239715574
57,326,19,6,1,4,16.80135726928711,15.182733535766602,15.749096870422365,15.790390968322756,15.739977359771727
33,167,33,1,0,3,2.599477767944336,2.4306774139404297,2.499580383300781,2.512216567993164,2.51150131225586
44,472,6,2,0,4,11.397600173950195,9.560108184814453,11.034488677978516,10.873126983642578,10.971695184707642
44,256,1,6,1,1,41.39518737792969,34.95001792907715,38.927197456359856,38.49678039550781,38.577824831008904
36,59,147,2,1,1,11.649370193481445,11.535882949829102,11.59524917602539,11.588644981384276,11.587649583816528
20,110,40,7,0,4,1.2958049774169922,0.9887218475341796,1.1752843856811523,1.143169403076172,1.1433959007263184
57,382,16,4,0,1,94.32458877563477,92.56410598754884,92.99612045288086,93.180251121521,93.1142270565033
40,445,19,7,0,4,23.511409759521484,22.77088165283203,22.90797233581543,22.94487953186035,22.89581298828125
42,213,19,3,0,2,9.671449661254883,8.936882019042969,9.415864944458008,9.412527084350586,9.439617395401
18,13,425,1,1,4,0.13899803161621094,0.09489059448242188,0.11491775512695312,0.11610984802246095,0.11590123176574707
33,209,16,5,1,3,4.141569137573241,3.736019134521485,3.796100616455078,3.831243515014648,3.8043558597564697
14,250,12,5,0,1,19.20795440673828,18.650054931640625,18.77009868621826,18.832039833068848,18.807798624038696
50,327,26,3,1,4,16.012907028198242,15.619516372680664,15.725135803222654,15.759968757629395,15.74590802192688
42,311,18,7,0,2,47.32203483581543,41.4583683013916,42.17445850372315,43.49408149719238,43.2700514793396
27,231,37,1,1,4,3.1766891479492188,2.8316974639892583,2.9771327972412114,2.9669284820556636,2.9576122760772705
50,87,89,5,0,3,5.0563812255859375,4.59599494934082,4.707098007202148,4.745674133300781,4.725545644760132
19,428,11,6,1,1,87.26024627685547,84.99693870544435,85.71410179138185,85.76297760009766,85.6715738773346
51,458,16,7,1,2,75.65879821777344,74.21445846557617,74.7746229171753,74.83060359954834,74.80409741401671
63,33,195,1,1,2,2.1317005157470703,1.868247985839844,1.9353628158569336,1.9791126251220703,1.973897218704224
51,165,48,5,1,3,10.422945022583008,9.55486297607422,9.840726852416992,9.988236427307127,9.988069534301758
25,494,6,4,1,3,17.355680465698242,16.532659530639652,16.635775566101074,16.745495796203613,16.69582724571228
46,157,58,7,1,1,82.78012275695802,73.05836677551271,80.4225206375122,79.35669422149658,79.71605658531189
41,208,1,7,1,3,5.348443984985352,5.202054977416992,5.316972732543945,5.3055524826049805,5.3131282329559335
44,397,12,6,1,2,52.35481262207031,45.36032676696777,51.38659477233887,50.06306171417236,50.364434719085686
45,150,15,1,0,2,2.4669170379638667,2.2125244140625,2.3434162139892583,2.349376678466797,2.3517906665802
13,316,24,3,1,1,21.66748046875,21.010637283325195,21.288156509399414,21.32904529571533,21.326541900634766
2,145,31,7,1,4,0.9326934814453124,0.8702278137207031,0.8990764617919922,0.9001016616821289,0.8997619152069092
3,206,38,6,0,3,3.353118896484375,3.085613250732422,3.291845321655273,3.252792358398437,3.2611489295959477
6,235,15,3,1,1,8.372306823730469,7.597923278808594,8.314847946166992,8.156704902648926,8.199602365493773
60,25,318,6,1,3,1.7371177673339844,1.6698837280273438,1.710653305053711,1.7075300216674805,1.7085373401641846
51,468,8,5,1,2,40.53544998168945,39.94393348693848,40.09330272674561,40.137124061584466,40.1114821434021
1,55,177,3,0,4,0.20432472229003906,0.14495849609375,0.185847282409668,0.17673969268798828,0.17726421356201172
39,13,502,2,0,2,0.4420280456542969,0.2279281616210937,0.40781497955322266,0.3535270690917969,0.3581643104553223
63,398,18,5,0,1,238.08026313781738,229.0744781494141,233.83533954620358,233.7975025177002,233.8525354862213
29,331,17,2,1,2,13.385772705078125,12.701272964477539,12.909650802612305,12.917470932006836,12.885957956314087
61,318,12,4,0,3,14.81485366821289,14.152765274047852,14.467597007751465,14.487099647521973,14.487922191619873
6,423,22,6,0,1,77.87799835205078,55.80401420593262,59.44204330444336,60.73613166809082,59.2099130153656
47,465,18,4,0,2,52.08611488342285,47.7137565612793,51.91361904144287,51.10316276550293,51.4039695262909
28,396,6,7,1,1,164.90316390991208,158.25819969177246,162.80782222747803,162.4931573867798,162.72127628326416
62,274,24,7,0,3,21.995067596435547,21.627426147460934,21.93593978881836,21.90113067626953,21.923601627349854
20,41,52,5,1,3,0.3459453582763672,0.23293495178222656,0.2499818801879883,0.2655029296875,0.2595186233520508
32,117,13,4,0,4,1.024007797241211,0.8950233459472656,0.9281635284423828,0.9502887725830078,0.9479820728302002
13,80,117,6,0,1,9.325504302978516,8.570432662963867,8.789420127868652,8.805465698242188,8.769840002059938
26,273,12,1,0,4,2.474308013916016,2.3517608642578125,2.4402141571044917,2.4297237396240234,2.433896064758301
23,217,18,4,0,4,3.1068325042724614,2.9699802398681636,3.0591487884521484,3.058338165283203,3.0633211135864262
20,323,11,7,0,4,5.404233932495117,5.255699157714844,5.310654640197754,5.315756797790527,5.312204360961914
48,266,36,4,0,3,20.763635635375977,19.688844680786133,20.0800895690918,20.10025978088379,20.068764686584476
17,216,17,6,0,1,24.13725852966309,23.48804473876953,23.55301380157471,23.62186908721924,23.57417345046997
5,452,12,2,1,1,16.947746276855472,11.952638626098633,14.990568161010742,14.794611930847168,14.880716800689695
22,36,70,6,1,2,0.7126331329345703,0.5829334259033203,0.5911588668823242,0.6135940551757812,0.6050467491149902
23,112,85,2,1,1,16.249656677246097,15.740633010864258,15.833139419555664,15.910649299621582,15.889525413513185
41,5,1318,4,0,2,0.16236305236816406,0.12040138244628905,0.13697147369384766,0.13866424560546875,0.1379847526550293
49,352,3,3,1,3,8.749961853027344,8.364439010620117,8.406519889831543,8.492350578308105,8.476138114929201
22,30,192,1,1,3,0.2570152282714844,0.12826919555664062,0.1823902130126953,0.18606185913085935,0.1844167709350586
62,69,60,5,0,1,12.824773788452148,12.091636657714846,12.262821197509766,12.334728240966795,12.303858995437622
18,357,12,7,1,4,7.603883743286133,5.955696105957031,5.978107452392577,6.149697303771973,5.99217414855957
3,311,8,3,1,1,9.20391082763672,4.413604736328125,5.8264732360839835,6.3309431076049805,6.21148943901062
21,305,20,4,1,4,7.845878601074219,5.629539489746094,6.023287773132324,6.159234046936035,6.014615297317505
54,119,29,3,1,1,14.044046401977539,13.714313507080078,13.835906982421875,13.86096477508545,13.85641098022461
17,236,38,5,0,3,5.529642105102539,5.3772926330566415,5.44130802154541,5.440378189086914,5.437105894088745
10,315,5,6,1,2,12.211322784423828,6.0133934020996085,9.702444076538086,9.561944007873537,9.674340486526491
50,466,15,4,1,2,51.71608924865723,50.30226707458496,50.66657066345215,50.81419944763184,50.76545476913452
5,79,124,6,1,2,2.1045207977294917,1.4712810516357422,1.6602277755737305,1.708078384399414,1.6881227493286133
50,114,45,2,1,4,2.294540405273437,2.2134780883789062,2.269506454467773,2.2602558135986333,2.261817455291748
14,49,102,6,1,3,0.5352497100830078,0.3995895385742188,0.5093812942504883,0.4866600036621094,0.4914700984954834
36,305,24,6,1,1,82.7462673187256,80.93762397766112,81.64477348327638,81.69717788696289,81.66098594665526
41,121,10,5,1,3,2.0020008087158203,1.8892288208007808,1.9621849060058596,1.9575834274291992,1.960575580596924
35,344,21,6,0,4,12.21156120300293,11.619091033935547,11.811375617980955,11.85460090637207,11.839419603347778
18,321,17,6,0,2,13.658761978149414,13.158559799194336,13.27073574066162,13.343143463134766,13.326764106750488
61,508,2,4,1,1,129.00614738464355,119.74978446960449,126.30295753479004,126.16095542907715,126.60670280456543
9,482,3,2,1,3,4.386425018310547,4.1899681091308585,4.347443580627441,4.3061256408691415,4.31060791015625
57,238,3,1,0,4,2.391338348388672,2.2537708282470703,2.3839473724365234,2.370929718017578,2.383023500442505
53,239,6,5,0,4,5.527257919311523,5.397319793701172,5.473494529724121,5.462098121643066,5.462050437927246
10,368,1,4,1,3,3.5922527313232417,3.5293102264404297,3.5628080368041988,3.564715385437012,3.5656988620758057
1,399,11,2,1,3,2.5031566619873047,2.0625591278076167,2.235651016235352,2.27212905883789,2.269446849822998
41,343,10,6,1,3,17.961978912353516,17.304658889770508,17.753958702087402,17.723727226257324,17.746329307556152
15,8,753,3,1,2,0.18095970153808594,0.11539459228515625,0.14770030975341794,0.14748573303222656,0.14731287956237793
12,185,7,7,1,2,6.9620609283447275,4.963874816894531,5.116105079650879,5.378961563110352,5.232959985733032
57,440,1,4,1,4,12.329339981079102,12.13216781616211,12.201547622680664,12.21599578857422,12.212306261062622
47,18,500,3,0,4,0.3802776336669922,0.2601146697998047,0.3396272659301758,0.3365755081176758,0.3406703472137451
57,2,4194,2,0,3,0.2434253692626953,0.18978118896484372,0.2067089080810547,0.2113580703735352,0.21004676818847656
5,232,10,4,0,3,2.6578903198242188,1.920938491821289,1.9288063049316408,2.0017862319946294,1.9298791885375977
27,276,1,3,1,3,3.5042762756347656,3.3600330352783203,3.4497976303100586,3.437352180480957,3.4386515617370605
34,105,22,3,1,4,0.8819103240966797,0.7319450378417969,0.7450580596923828,0.7828712463378906,0.7768571376800537
23,250,31,5,1,3,8.434534072875978,7.89642333984375,8.12065601348877,8.15436840057373,8.151590824127197
36,270,14,7,1,1,91.1252498626709,87.79120445251465,89.60533142089844,89.72220420837402,89.78819847106934
15,372,1,7,1,2,13.023614883422852,11.175394058227539,11.328339576721193,11.5342378616333,11.392921209335327
9,331,17,6,0,4,5.068778991699219,4.818439483642578,5.015015602111816,4.990625381469727,5.002379417419434
34,360,13,6,0,1,127.94208526611328,121.15001678466795,121.87790870666504,123.05078506469728,122.67696857452393
45,415,7,6,1,3,30.27057647705078,27.123689651489254,29.730916023254395,29.022908210754395,29.10435199737549
29,3,1758,3,1,3,0.1909732818603516,0.1361370086669922,0.1443624496459961,0.15485286712646484,0.15267729759216309
48,112,31,1,0,2,2.8362274169921875,2.4771690368652344,2.6215314865112305,2.6447772979736333,2.6417970657348637
21,380,23,7,0,1,179.25024032592773,157.90319442749026,159.676194190979,165.44053554534912,164.65649008750916
35,357,17,2,1,3,9.986400604248047,9.736776351928713,9.851813316345217,9.847116470336914,9.843498468399046
11,410,7,6,0,4,8.056879043579103,6.7458152770996085,7.027029991149902,7.1379661560058585,7.072120904922485
17,477,15,1,0,2,11.010169982910156,10.647296905517578,10.789871215820312,10.818052291870117,10.81538200378418
25,302,27,3,1,2,16.089677810668945,15.084981918334961,15.491843223571776,15.483951568603516,15.458106994628904
52,180,36,7,1,4,8.257865905761719,7.688283920288086,7.921814918518066,7.959318161010742,7.955878973007202
39,356,6,2,1,3,6.6411495208740225,5.216360092163086,5.252838134765625,5.531454086303711,5.43212890625
48,384,3,7,0,2,45.493125915527344,39.90936279296875,44.448018074035645,44.0725564956665,44.41538453102112
55,335,2,1,0,4,4.5113563537597665,4.349708557128906,4.46009635925293,4.455018043518066,4.461139440536499
15,231,28,1,0,2,4.093885421752931,3.5083293914794917,3.617405891418457,3.6854267120361333,3.656506538391113
10,339,3,7,1,4,4.4341087341308585,4.332780838012694,4.3637752532958975,4.379320144653319,4.378288984298706
43,216,13,7,1,4,7.323265075683594,6.361961364746094,7.001638412475586,6.848549842834473,6.85003399848938
16,91,21,6,1,3,0.7307529449462891,0.6327629089355469,0.6912946701049805,0.6834506988525391,0.6838738918304443
35,37,139,1,1,4,0.2899169921875,0.15854835510253906,0.27048587799072266,0.2351045608520508,0.2378225326538086
2,121,60,2,1,2,0.7231235504150391,0.43845176696777344,0.44083595275878906,0.4706382751464844,0.4431009292602539
23,233,8,2,0,4,1.940011978149414,1.7952919006347656,1.8589496612548828,1.8617630004882808,1.860290765762329
42,97,62,3,0,3,4.125833511352538,3.659248352050781,3.693222999572754,3.762364387512207,3.729820251464844
62,248,26,3,0,4,11.57832145690918,10.428190231323242,10.730385780334473,10.818338394165039,10.772109031677246
57,220,1,3,0,1,10.036706924438477,9.427309036254883,9.584665298461914,9.636902809143066,9.613126516342165
9,489,11,1,1,1,16.989469528198242,16.237735748291016,16.491055488586426,16.542506217956547,16.524732112884518
63,110,44,5,1,1,27.35257148742676,26.54457092285156,26.63838863372803,26.74965858459473,26.699930429458615
20,467,3,2,1,4,3.5893917083740234,3.4463405609130864,3.466963768005371,3.5005092620849614,3.4961700439453125
7,265,17,1,1,1,5.165815353393555,4.138231277465819,4.937171936035156,4.8896074295043945,4.949003458023071
29,6,1225,6,1,4,0.22029876708984372,0.16236305236816406,0.2083778381347656,0.2028226852416992,0.20569562911987305
16,503,16,7,1,3,16.539812088012695,15.041112899780273,15.37024974822998,15.553855895996096,15.494704246520994
31,286,28,5,1,2,20.82228660583496,19.70386505126953,19.79899406433105,19.963669776916504,19.888818264007572
28,485,3,2,0,2,11.400222778320312,11.145353317260742,11.278390884399414,11.274957656860352,11.275500059127808
34,116,6,6,0,4,1.1951923370361328,1.0530948638916016,1.1050701141357422,1.1039972305297852,1.0989606380462646
42,60,54,7,1,3,1.4567375183105469,1.3453960418701172,1.4280080795288086,1.4225959777832031,1.427978277206421
19,415,4,2,1,2,4.784345626831055,4.648208618164063,4.689455032348633,4.705405235290527,4.7026872634887695
55,155,8,2,1,1,7.178306579589844,6.498575210571289,6.6885948181152335,6.757664680480957,6.737470626831055
25,291,28,1,1,4,3.82232666015625,3.5040378570556636,3.6423206329345694,3.638839721679688,3.63275408744812
39,400,6,4,0,3,13.207197189331055,10.980844497680664,11.083126068115234,11.29751205444336,11.098384857177734
3,501,3,7,1,3,10.82158088684082,8.52203369140625,8.637189865112305,8.983349800109863,8.811235427856445
38,224,12,5,0,1,32.944202423095696,31.15177154541016,31.26680850982666,31.40726089477539,31.24707937240601
20,452,16,5,1,1,57.53540992736816,57.21354484558106,57.33823776245117,57.36367702484131,57.360976934432976
17,350,7,6,0,3,7.917165756225586,7.228851318359375,7.297992706298827,7.349348068237305,7.293432950973512
47,207,29,1,1,3,4.9796104431152335,4.337310791015625,4.744172096252441,4.719185829162598,4.73436713218689
41,355,18,1,0,3,10.138511657714844,9.671449661254883,9.908676147460938,9.894061088562012,9.8913311958313
56,260,28,7,1,1,143.42379570007324,140.56634902954102,141.33930206298828,141.7175531387329,141.64817333221438
3,366,24,2,1,1,13.622283935546875,10.04314422607422,10.06948947906494,10.422754287719727,10.07026433944702
14,324,23,6,1,2,17.64988899230957,15.75016975402832,15.92111587524414,16.16220474243164,16.027748584747314
28,250,19,7,0,2,25.06399154663086,20.512819290161133,20.95639705657959,21.318960189819336,20.95159888267517
47,431,1,4,0,2,20.517349243164066,19.727468490600586,20.343303680419922,20.27962207794189,20.31892538070679
28,487,19,2,1,1,85.30044555664062,80.7948112487793,83.31024646759033,83.30934047698975,83.37476849555968
37,397,9,1,1,2,10.26463508605957,9.821653366088867,9.976029396057127,10.021519660949707,10.01611351966858
55,26,303,4,1,3,1.6720294952392578,1.575469970703125,1.5984773635864258,1.607561111450195,1.6035139560699463
53,475,4,5,0,4,19.44255828857422,18.9971923828125,19.203782081604004,19.216060638427734,19.215106964111328
8,19,511,3,0,4,0.16236305236816406,0.11587142944335938,0.14650821685791016,0.14216899871826172,0.14293193817138672
12,460,1,5,1,1,35.54058074951172,26.406049728393555,31.969666481018066,31.484293937683105,31.612038612365726
30,509,8,5,0,4,13.536453247070312,13.321399688720705,13.390064239501953,13.40312957763672,13.39668035507202
4,300,28,5,0,2,8.997440338134766,5.501031875610352,6.474614143371582,6.9146156311035165,6.830960512161255
40,462,3,1,1,2,8.577108383178711,7.394552230834961,7.464051246643066,7.643413543701173,7.557809352874756
50,485,14,3,0,1,127.46596336364746,123.04902076721191,123.5957145690918,124.44405555725098,124.2406964302063
28,142,54,6,0,3,4.741191864013672,4.583597183227539,4.664182662963867,4.669332504272461,4.671066999435425
35,157,60,1,0,1,33.98752212524414,32.88412094116211,32.973766326904304,33.05947780609131,32.965391874313354
63,52,94,5,0,3,2.2289752960205083,2.1274089813232417,2.196907997131348,2.1942615509033203,2.1982789039611816
17,325,15,6,0,2,14.09912109375,13.113260269165039,13.314485549926758,13.382530212402346,13.32661509513855
45,56,97,4,0,1,8.852958679199219,7.898330688476562,8.27336311340332,8.316826820373535,8.302122354507446
24,124,27,7,0,4,1.9800662994384768,1.8901824951171875,1.9215345382690432,1.9301891326904297,1.928955316543579
15,371,18,7,0,2,23.827075958251953,22.94635772705078,23.090362548828125,23.154664039611816,23.09665083885193
1,199,25,3,0,4,0.713348388671875,0.6318092346191406,0.6362199783325195,0.6506681442260742,0.6451904773712158
47,474,14,3,1,4,19.965410232543945,18.59879493713379,19.20163631439209,19.1819429397583,19.15690302848816
51,352,7,4,1,1,81.80618286132812,79.67805862426758,80.26504516601562,80.3396701812744,80.23905754089354
8,286,18,4,1,4,2.6390552520751958,2.50101089477539,2.617478370666504,2.601456642150879,2.6093125343322754
34,186,17,2,0,3,2.444744110107422,2.3143291473388667,2.429485321044922,2.416586875915528,2.425849437713623
39,91,36,7,0,3,2.2068023681640625,1.6825199127197266,1.779794692993164,1.8293619155883791,1.800537109375
54,126,7,5,0,3,2.59256362915039,2.2444725036621094,2.3505687713623047,2.362060546875,2.3479461669921875
11,193,9,2,0,3,0.9191036224365234,0.7941722869873047,0.9011030197143556,0.8898258209228516,0.8981227874755859
53,16,116,3,0,4,0.18143653869628906,0.13709068298339844,0.16939640045166016,0.1642465591430664,0.16549229621887207
11,494,15,4,0,1,63.27295303344727,52.45780944824219,59.31305885314941,57.89830684661865,57.906538248062134
23,132,33,7,1,4,2.3844242095947266,2.255439758300781,2.328634262084961,2.327919006347656,2.329915761947632
61,196,11,3,1,4,4.277467727661134,3.559112548828125,3.6456584930419917,3.705954551696777,3.6528706550598153
7,201,27,4,1,2,3.6263465881347656,3.1354427337646484,3.4390687942504883,3.3796310424804688,3.3793151378631587
12,232,24,2,1,2,3.3214092254638667,3.1452178955078125,3.2842159271240234,3.2691478729248047,3.2781064510345463
43,26,306,6,0,1,4.2433738708496085,3.6208629608154297,4.056096076965332,3.9956569671630864,4.011541604995728
6,422,9,3,1,1,18.11838150024414,15.825748443603516,15.883684158325195,16.505241394042972,16.388535499572757
40,462,9,4,0,2,30.50470352172852,29.3731689453125,29.42705154418945,29.55033779144287,29.453188180923465
41,178,39,6,0,1,57.34062194824219,55.40728569030762,56.53226375579834,56.37664794921875,56.37732148170471
15,277,14,7,0,4,4.167318344116212,3.85904312133789,4.09853458404541,4.079246520996094,4.0957629680633545
